year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,Paul Helm,American,False,Total,45402,1558376,False,20210114,Other,2.9134175577652632
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Brian John Coyle,Public Interest Independent,False,Total,8083,1580622,False,20210114,Other,0.5113809626843104
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,David Durenberger,Republican,False,Total,957908,1558376,False,20210114,Republican,61.46834910188556
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Jean T. Brust,Workers,False,Total,3891,1580622,False,20210114,Other,0.2461689132506064
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Wendell Anderson,Democrat,False,Total,638375,1580622,False,20210114,Democrat,40.38758159762423
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Sal Carlone,American,False,Total,23261,1580622,False,20210114,Other,1.4716358496844912
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Leonard Richards,Libertarian,False,Total,2992,1580622,False,20210114,Libertarian,0.18929256963397956
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,Frederick Hewitt,Libertarian,False,Total,4116,1558376,False,20210114,Libertarian,0.2641211106947232
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,William Peterson,Socialist Workers,False,Total,9856,1580622,False,20210114,Other,0.6235519940884031
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,Unknown Candidate,Unknown Party,True,Total,878,1558376,False,20210114,Other,0.05634070339892298
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,Christine Frank,Socialist,False,Total,11397,1558376,False,20210114,Other,0.7313382649630128
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,72,1580622,False,20210114,Other,0.004555168787983465
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Rudolph E. Boschwitz,Republican,False,Total,894092,1580622,False,20210114,Republican,56.565832944246
1978-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Maurice Dantin,Democrat,False,Total,187541,590236,False,20210114,Democrat,31.773900609247825
1978-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,James Charles Evers,Independent,False,Total,133646,590236,False,20210114,Other,22.642807283866116
1978-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Henry Jay Kirksey,Independent,False,Total,1747,590236,False,20210114,Other,0.2959833015946164
1978-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Thad Cochran,Republican,False,Total,267302,590236,False,20210114,Republican,45.287308805291445
1978-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Max Baucus,Democrat,False,Total,160353,287942,False,20210114,Democrat,55.689340214348725
1978-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Larry Williams,Republican,False,Total,127589,287942,False,20210114,Republican,44.31065978565128
1978-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Donald Eugene Shasten,Republican,False,Total,159706,493802,False,20210114,Republican,32.34211283064872
1978-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,James J. Exon,Democrat,False,Total,334096,493802,False,20210114,Democrat,67.65788716935128
1978-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Craig Franklin,Libertarian,False,Total,2070,263760,False,20210114,Libertarian,0.7848043676069154
1978-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Gordon J. Humphrey,Republican,False,Total,133745,263760,False,20210114,Republican,50.707082195935705
1978-01-01,New Hampshire,Nh,33,12,4,Us Senate,Statewide,Gen,False,Thomas J. Mcintyre,Democrat,False,Total,127945,263760,False,20210114,Democrat,48.508113436457386
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Jack Moyers,Independent,False,Total,3809,1957515,False,20210114,Other,0.19458343869651062
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Jeffrey Bell,Republican,False,Total,844200,1957515,False,20210114,Republican,43.12610631336158
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Bill Bradley,Democrat,False,Total,1082960,1957515,False,20210114,Democrat,55.32320314276008
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Robert Brown,Labor,False,Total,3656,1957515,False,20210114,Other,0.1867674066354536
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,J. M. Carter Jr.,Independent,False,Total,3618,1957515,False,20210114,Other,0.18482616991440678
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Herbert Harry Shaw,Independent,False,Total,4736,1957515,False,20210114,Other,0.24193939765467953
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,William R. Thorn,Independent,False,Total,2776,1957515,False,20210114,Other,0.14181245099015846
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Jasper C. Gould,Independent,False,Total,2955,1957515,False,20210114,Other,0.15095669764982644
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Alice Conner,Independent,False,Total,2384,1957515,False,20210114,Other,0.12178706165725421
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Paul Ferguson,Independent,False,Total,2604,1957515,False,20210114,Other,0.13302580056857802
1978-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Bill Gahres,Independent,False,Total,3817,1957515,False,20210114,Other,0.19499212011146785
1978-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Toney Anaya,Democrat,False,Total,160045,343487,False,20210114,Democrat,46.594194248981765
1978-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Pete V. Domenici,Republican,False,Total,183442,343487,False,20210114,Republican,53.405805751018235
1978-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,Jesse Helms,Republican,False,Total,619151,1135814,False,20210114,Republican,54.51165419690196
1978-01-01,North Carolina,Nc,37,56,47,Us Senate,Statewide,Gen,False,John Randolph Ingram,Democrat,False,Total,516663,1135814,False,20210114,Democrat,45.48834580309804
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Robert B. Kamm,Republican,False,Total,247857,754264,False,20210114,Republican,32.86077553747759
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Glenn E. Hager,Independent,False,Total,3875,754264,False,20210114,Other,0.5137458502593256
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Paul Edward Trent,Independent,False,Total,3015,754264,False,20210114,Other,0.39972741639532045
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Richard King Carter,Independent,False,Total,2209,754264,False,20210114,Other,0.2928682795413807
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,David Lyle Boren,Democrat,False,Total,493953,754264,False,20210114,Democrat,65.4880784446825
1978-01-01,Oklahoma,Ok,40,73,53,Us Senate,Statewide,Gen,False,Riley Donica,Independent,False,Total,3355,754264,False,20210114,Other,0.44480447164388065
1978-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,737,892518,False,20210114,Other,0.08257536542680372
1978-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Mark Hatfield,Republican,False,Total,550165,892518,False,20210114,Republican,61.64189405703863
1978-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Vern Cook,Democrat,False,Total,341616,892518,False,20210114,Democrat,38.275530577534575
1978-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Claiborne Pell,Democrat,False,Total,229557,305618,False,20210114,Democrat,75.11239521232388
1978-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,James G. Reyonlds,Republican,False,Total,76061,305618,False,20210114,Republican,24.887604787676118
1978-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Strom Thurmond,Republican,False,Total,351917,632063,False,20210114,Republican,55.67751948777258
1978-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Charles D. Ravenel,Democrat,False,Total,280146,632063,False,20210114,Democrat,44.32248051222742
1978-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Don Barnett,Democrat,False,Total,84767,255599,False,20210114,Democrat,33.16405776235432
1978-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,Larry Pressler,Republican,False,Total,170832,255599,False,20210114,Republican,66.83594223764568
1978-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Howard H. Baker,Republican,False,Total,642644,1157094,False,20210114,Republican,55.53948080276969
1978-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Thomas J. Anderson,Independent,False,Total,45908,1157094,False,20210114,Other,3.9675255424364835
1978-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Jane Eskind,Democrat,False,Total,466228,1157094,False,20210114,Democrat,40.293009902393415
1978-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,71,1157094,False,20210114,Other,0.006136061547290022
1978-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Fern Lucius Keasler,Independent,False,Total,2243,1157094,False,20210114,Other,0.19384769085311998
1978-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Miguel Pendas,Socialist Workers,False,Total,4018,2312540,False,20210114,Other,0.17374834597455613
1978-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Robert Krueger,Democrat,False,Total,1139149,2312540,False,20210114,Democrat,49.259645238568844
1978-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,John G. Tower,Republican,False,Total,1151376,2312540,False,20210114,Republican,49.788371228173354
1978-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,128,2312540,False,20210114,Other,0.005535039393913186
1978-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Luis A. Diaz De Loen,La Raza Unida,False,Total,17869,2312540,False,20210114,Other,0.7727001478893338
1978-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Andrew P. Miller,Democrat,False,Total,608511,1222256,False,20210114,Democrat,49.785887735466225
1978-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,John William Warner,Republican,False,Total,613232,1222256,False,20210114,Republican,50.17214069720255
1978-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,513,1222256,False,20210114,Other,0.04197156733123012
1978-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Arch A. Moore Jr.,Republican,False,Total,244317,493351,False,20210114,Republican,49.52194279529179
1978-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Jennings Randolph,Democrat,False,Total,249034,493351,False,20210114,Democrat,50.47805720470821
1978-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Raymond B. Whitaker,Democrat,False,Total,82908,133364,False,20210114,Democrat,62.166701658618514
1978-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Alan Kooi Simpson,Republican,False,Total,50456,133364,False,20210114,Republican,37.833298341381486
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Jim Folsom Jr.,Democrat,False,Total,610175,1296757,False,20210114,Democrat,47.05391989401252
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Jeremiah Denton,Republican,False,Total,650362,1296757,False,20210114,Republican,50.15295849569349
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Sallie M. Hadnott,National Democratic Party Of Alabama,False,Total,2973,1296757,False,20210114,Other,0.22926423377702992
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,William A. Crew,Libertarian,False,Total,13098,1296757,False,20210114,Libertarian,1.0100581681841703
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Michael R.A. Erdey,Conservative,False,Total,15989,1296757,False,20210114,Other,1.2329989350356312
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Jim Partain,Statesman,False,Total,2649,1296757,False,20210114,Other,0.20427882787600143
1980-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Mohammed Oliver,Socialist Workers,False,Total,1511,1296757,False,20210114,Other,0.11652144542115446
1980-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Clark S. Gruening,Democrat,False,Total,72007,156762,False,20210114,Democrat,45.933963588114466
1980-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,596,156762,False,20210114,Other,0.38019417971192
1980-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Frank H. Murkowski,Republican,False,Total,84159,156762,False,20210114,Republican,53.685842232173606
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,13,874238,False,20210114,Other,0.001487009258348413
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Josefina Otero,Socialist Workers,False,Total,3266,874238,False,20210114,Other,0.37358247982814746
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Barry Goldwater,Republican,False,Total,432371,874238,False,20210114,Republican,49.45689846472013
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Fred R. Esser,Libertarian,False,Total,12008,874238,False,20210114,Libertarian,1.3735390134036727
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Lorenzo Torrez,People Before Profits,False,Total,3608,874238,False,20210114,Other,0.41270226185546727
1980-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Bill Schulz,Democrat,False,Total,422972,874238,False,20210114,Democrat,48.38179077093423
1980-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,331,808812,False,20210114,Other,0.04092421971978655
1980-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Dale Bumpers,Democrat,False,Total,477905,808812,False,20210114,Democrat,59.087278625935326
1980-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Bill Clark,Republican,False,Total,330576,808812,False,20210114,Republican,40.87179715434489
1980-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Earl Higgerson,Statesman,False,Total,7265,1173142,False,20210114,Other,0.6192771207577599
1980-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Henry John Olshaw,Unaffiliated-American,False,Total,4081,1173142,False,20210114,Other,0.3478692264022599
1980-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Gary Hart,Democrat,False,Total,590501,1173142,False,20210114,Democrat,50.33499780930186
1980-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Mary Estill Buchanan,Republican,False,Total,571295,1173142,False,20210114,Republican,48.69785584353812
1980-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,114,1356075,False,20210114,Other,0.008406614678391681
1980-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Louis Zemel,Citizens,False,Total,4772,1356075,False,20210114,Other,0.351897940748115
1980-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Christopher J. Dodd,Democrat,False,Total,763969,1356075,False,20210114,Democrat,56.33678078277381
1980-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Gerard G. Brennan,Libertarian,False,Total,5336,1356075,False,20210114,Libertarian,0.3934885607359475
1980-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,James L. Buckley,Republican,False,Total,581884,1356075,False,20210114,Republican,42.90942610106373
1980-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,159,3528028,False,20210114,Other,0.004506766953096744
1980-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Herman E. Talmadge,Democrat,False,Total,776143,1579829,False,20210114,Democrat,49.12829173283944
1980-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Mack Mattingly,Republican,False,Total,803686,1579829,False,20210114,Republican,50.871708267160564
1980-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Bud Shasteen,Libertarian,False,Total,10453,288006,False,20210114,Libertarian,3.629438275591481
1980-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Daniel K. Inouye,Democrat,False,Total,224485,288006,False,20210114,Democrat,77.94455671062408
1980-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Cooper Brown,Republican,False,Total,53068,288006,False,20210114,Republican,18.426005013784437
1980-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Steve Symms,Republican,False,Total,218701,439647,False,20210114,Republican,49.744681528589986
1980-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Frank Church,Democrat,False,Total,214439,439647,False,20210114,Democrat,48.775267430461255
1980-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Larry Fullmer,Libertarian,False,Total,6507,439647,False,20210114,Libertarian,1.480051040948761
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Sidney Lens,Citizens,False,Total,19213,4580029,False,20210114,Other,0.4194951604018228
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Bruce Green,Libertarian,False,Total,29328,4580029,False,20210114,Libertarian,0.6403452903900827
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Michael Soriano,Workers World,False,Total,5626,4580029,False,20210114,Other,0.12283765015461692
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,96,4580029,False,20210114,Other,0.0020960565970215474
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Charles F. Wilson,Communist,False,Total,11453,4580029,False,20210114,Other,0.2500639188092477
1980-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Burton Lee Artz,Socialist Workers,False,Total,2715,4580029,False,20210114,Other,0.059279100634515636
1980-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Birch Bayh,Democrat,False,Total,1015962,2198376,False,20210114,Democrat,46.21420539525541
1980-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Dan Quayle,Republican,False,Total,1182414,2198376,False,20210114,Republican,53.785794604744595
1980-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Charles E. Grassley,Republican,False,Total,683014,1276986,False,20210114,Republican,53.48641253702077
1980-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Garry De Young,By Petition,False,Total,5858,1276986,False,20210114,Other,0.4587364309397284
1980-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,John Ingram Henderson,By Petition,False,Total,2336,1276986,False,20210114,Other,0.18293074473800028
